ley,no,fecha,codNota,confianza,titulo_dof,decreto_dip
cpeum,73,14-02-1972,4799205,1.0,"REFORMAS y Adiciones a los artículos 52; 54 fracciones I, II y III; 55, fracción II; y 58 de la Constitución Política de los Estados Unidos Mexicanos, que la Comisión Permanente del H. Congreso de la Unión declara que han sido aprobadas. ","REFORMAS y Adiciones a los artículos 52, 54 fracciones I, II y III; 55, fracción II; y 58 de la Constitución Política de los Estados Unidos Mexicanos, que la Comisión Permanente del H. Congreso de la Unión declara que han sido aprobadas. Reforma electoral. Fija una nueva distribución de los distritos electorales para la elección de diputados. Reduce a 21 años la edad para ser diputado, y a 30 años para ser senador. Reduce al 1.5 % de la votación total, el porcentaje inicial para que los partidos minoritarios puedan acreditar 5 diputados de partido. Precisa la forma en que los diputados de partido deben ser acreditados después de cada elección."
cpeum,74,14-02-1972,4799212,0.97,"REFORMA a la fracción XII del Apartado A del Artículo 123 de la Constitución Política de los Estados Unidos Mexicanos, que la Comisión Permanente del H. Congreso de la Unión declara que ha sido aprobada. ","REFORMA a la fracción XII del Apartado A del Artículo 123 Constitución Política de los Estados Unidos Mexicanos, que la Comisión Permanente del H. Congreso de la Unión declara que ha sido aprobada. Establece las bases para la conformación del fondo nacional de la vivienda para los trabajadores. Considera de utilidad pública la expedición de la ley para la creación del organismo que administre los recursos de dicho fondo."
cpeum,75,10-11-1972,4831470,1.0,"DECRETO por el que se reforma el inciso f) de la fracción XI y se adiciona con el párrafo segundo la fracción XIII, del Apartado B) del artículo 123 de la Constitución Política de los Estados Unidos Mexicanos. ","DECRETO por el que se reforma el inciso f) de la fracción XI y se adiciona con el párrafo segundo la fracción XIII, del Apartado B) del artículo 123 de la Constitución Política de los Estados Unidos Mexicanos. Regula el establecimiento del fondo nacional de la vivienda para los trabajadores del Estado, así como para los miembros en activo del ejército, fuerza aérea y armada."
cpeum,76,31-01-1974,4658338,1.0,DECRETO que reforma y adiciona el Artículo 93 de la Constitución Política de los Estados Unidos Mexicanos. ,DECRETO que reforma y adiciona el Artículo 93 de la Constitución Política de los Estados Unidos Mexicanos. Incluye a los Jefes de los Departamentos Administrativos entre los funcionarios que están obligados a informar al Congreso sobre el estado que guarden sus ramos o actividades.
cpeum,77,20-03-1974,4665961,1.0,DECRETO por el que se adiciona el Artículo 107 de la Constitución Política de los Estados Unidos Mexicanos. ,DECRETO por el que se adiciona el Artículo 107 de la Constitución Política de los Estados Unidos Mexicanos. Garantiza que se supla la deficiencia de la queja en los juicios de amparo contra actos que afecten derechos de menores e incapaces.
cpeum,78,08-10-1974,4713548,1.0,DECRETO por el que se reforman el Artículo 43 y demás relativos de la Constitución Política de los Estados Unidos Mexicanos. ,DECRETO por el que se reforman el Artículo 43 y demás relativos de la Constitución Política de los Estados Unidos Mexicanos. Instaura la erección de los Estados de Baja California Sur y de Quintana Roo.
cpeum,79,31-12-1974,4737525,0.994,"DECRETO que Reforma y Adiciona los Artículos 4o., 5o., 3o y 123 de la Constitución Política de los Estados Unidos Mexicanos, en relación con la Igualdad Jurídica de la Mujer. ","DECRETO que Reforma y Adiciona los Artículos 4o., 5o., 30 y 123 de la Constitución Política de los Estados Unidos Mexicanos, en relación con la Igualdad Jurídica de la Mujer. Incorpora el principio de que el varón y la mujer son iguales ante la ley. Establece bases constitucionales para permitir igualdad jurídica de las mujeres en materia de ejercicio de profesiones, derechos laborales y seguridad social."
cpeum,80,06-02-1975,4748638,1.0,DECLARATORIA por la que se adiciona el párrafo sexto y un séptimo párrafo al artículo 27 y se adiciona la fracción X del artículo 73 de la Constitución Política de los Estados Unidos Mexicanos. ,DECLARATORIA por la que se adiciona el párrafo sexto y un séptimo párrafo al artículo 27 y se adiciona la fracción X del artículo 73 de la Constitución Política de los Estados Unidos Mexicanos. Otorga a la Nación el dominio sobre el aprovechamiento de los combustibles nucleares para la generación de energía nuclear y faculta al Congreso para legislar en la materia.
cpeum,81,06-02-1975,4748650,1.0,"DECLARATORIA por la que se adiciona la fracción XXXI del Artículo 123, Apartado A, de la Constitución Política de los Estados Unidos Mexicanos. ","DECLARATORIA por la que se adiciona la fracción XXXI del Artículo 123, Apartado A, de la Constitución Política de los Estados Unidos Mexicanos. Fe de erratas | DOF 17/03/1975 | Imagen | Incorpora a la competencia de las autoridades federales, para la aplicación de las leyes del trabajo, a las industrias automotriz, de productos farmacéuticos y medicamentos, de celulosa y papel, de aceites y grasas vegetales y de enlatado de alimentos."
cpeum,82,17-02-1975,4751164,1.0,DECRETO por el que se reforma la fracción XIV del Artículo 107 de la Constitución Política de los Estados Unidos Mexicanos. ,DECRETO por el que se reforma la fracción XIV del Artículo 107 de la Constitución Política de los Estados Unidos Mexicanos. Permite decretar el sobreseimiento del amparo o la caducidad de la instancia por inactividad del quejoso o del recurrente.
cpeum,83,06-02-1976,4840082,1.0,"DECRETO por el que se adiciona el artículo 27 de la Constitución Política de los Estados Unidos Mexicanos, para establecer una zona económica exclusiva situada fuera del mar territorial. ","DECRETO por el que se adiciona el artículo 27 de la Constitución Política de los Estados Unidos Mexicanos, para establecer una zona económica exclusiva situada fuera del mar territorial. Establece una zona económica exclusiva situada fuera del mar territorial, en la cual la Nación ejerce derechos de soberanía."
cpeum,84,06-02-1976,4840086,1.0,"DECRETO por el que se reforma el párrafo tercero del artículo 27; se adicionan el artículo 73 con la fracción XXIX-C y el artículo 115 con las fracciones IV y V, de la Constitución Política de los Estados Unidos Mexicanos. ","DECRETO por el que se reforma el párrafo tercero del artículo 27; se adicionan el artículo 73 con la fracción XXIX-C y el artículo 115 con las fracciones IV y V, de la Constitución Política de los Estados Unidos Mexicanos . Fija bases para reglamentar en la ley secundaria el desarrollo de centros urbanos y asentamientos humanos."
cpeum,85,04-02-1977,4606167,1.0,DECRETO por el que se adiciona un quinto párrafo al Artículo 18 de la Constitución Política de los Estados Unidos Mexicanos. ,"DECRETO por el que se adiciona un quinto párrafo al Artículo 18 de la Constitución Política de los Estados Unidos Mexicanos. Permite el traslado hacia la República Mexicana de reos mexicanos sentenciados en países extranjeros, así como el traslado hacía sus países de origen de reos extranjeros sentenciados en México, con bases en los tratados internacionales firmados por nuestro país."
cpeum,86,06-12-1977,4664439,1.0,"DECRETO que reforma y adiciona los artículos 6o., 41, 51, 52, 53, 54, 55, 60, 61, 65, 70, 73, 74, 76, 93, 97 y 115 de la Constitución Política de los Estados Unidos Mexicanos. ","DECRETO que reforma y adiciona los artículos 6o., 41, 51, 52, 53, 54, 55, 60, 61, 65, 70, 73, 74, 76, 93, 97 y 115 de la Constitución Política de los Estados Unidos Mexicanos. Reforma político-electoral. Incorpora el derecho a la información. Reconoce a los partidos políticos como entidades de interés público. Establece la composición de la Cámara de Diputados en 400 diputados: 300 de mayoría relativa y 100 de representación proporcional. Crea el recurso de reclamación ante la SCJN por resoluciones del Colegio Electoral de la Cámara de Diputados. Consigna como facultades exclusivas de la Cámara de Diputados aprobar el Presupuesto de Egresos y revisar la Cuenta Pública. Faculta al Congreso para expedir su ley orgánica. Establece las figuras de referéndum e iniciativa popular para la expedición de algunas leyes del Distrito Federal. Agrega la facultad exclusiva del Senado de analizar la política exterior. Crea la figura de comisiones de investigación de entidades paraestatales. Hace extensivo el principio de representación proporcional hacia las legislaturas locales y ayuntamientos."
cpeum,87,09-01-1978,4674376,1.0,"DECRETO por el que se adiciona la fracción XII y se reforma la fracción XIII, ambas del Apartado ""A"" del Artículo 123 de la Constitución Política de los Estados Unidos Mexicanos. ","DECRETO por el que se adiciona la fracción XII y se reforma la fracción XIII, ambas del Apartado ""A"", del Artículo 123 de la Constitución Política de los Estados Unidos Mexicanos. Incorpora la obligación de las empresas de proporcionar a sus trabajadores, capacitación o adiestramiento para el trabajo, con base en los sistemas y procedimientos que determine la ley reglamentaria."
cpeum,88,09-01-1978,4674383,0.993,"DECRETO por el que se reforma a la fracción XXXI, el Apartado ""A"" del Artículo 123 de la Constitución Política de los Estados Unidos Mexicanos. ","DECRETO por el que se reforma a la fracción XXXI, del Apartado ""A"" del Artículo 123 de la Constitución Política de los Estados Unidos Mexicanos. Fe de erratas | DOF 13/01/1978 | Imagen | Actualiza la relación de ramas industriales, empresas y asuntos en los cuales la aplicación de las leyes del trabajo es competencia exclusiva de las autoridades federales."
cpeum,89,19-12-1978,4765105,1.0,DECRETO por el que se adiciona un párrafo inicial al Artículo 123 de la Constitución Política de los Estados Unidos Mexicanos. ,"DECRETO por el que se adiciona un párrafo inicial al Artículo 123 de la Constitución Política de los Estados Unidos Mexicanos. Reconoce a nivel constitucional que toda persona tiene derecho al trabajo digno y socialmente útil. Establece que para este propósito se promoverán la creación de empleos y la organización social para el trabajo, conforme a la ley secundaria."
cpeum,90,06-08-1979,4829259,1.0,DECRETO por el que se modifican las fracciones V y VI del artículo 107 de la Constitución Política de los Estados Unidos Mexicanos. ,"DECRETO por el que se modifican las fracciones V y VI del artículo 107 de la Constitución Política de los Estados Unidos Mexicanos. Determina que Ley Orgánica del Poder Judicial de la Federación y la Ley Reglamentaria de los artículos 103 y 107 constitucionales, señalarán la competencia que corresponda a la Suprema Corte de Justicia y a los Tribunales Colegiados de Circuito en los casos de amparo contra sentencias definitivas o laudos."
cpeum,91,18-03-1980,4850209,1.0,DECRETO por el que se adiciona un tercer párrafo al Artículo 4o. de la Constitución Política de los Estados Unidos Mexicanos. ,DECRETO por el que se adiciona un tercer párrafo al Artículo 4o. de la Constitución Política de los Estados Unidos Mexicanos . Consagra en la Constitución el deber de los padres de preservar el derecho de los menores a la satisfacción de sus necesidades y a la salud física y mental. Establece que la ley secundaria determinará los apoyos a la protección de los menores.
cpeum,92,09-06-1980,4854381,1.0,DECRETO por el que se adiciona con una fracción VIII el artículo 3o. de la Constitución Política de los Estados Unidos Mexicanos y cambia el número de la última fracción del mismo artículo. ,"DECRETO por el que se adiciona con una fracción VIII el artículo 3o. de la Constitución Política de los Estados Unidos Mexicanos y cambia el número de la última fracción del mismo artículo. Eleva a rango constitucional el principio de que las universidades e instituciones de educación superior a las que la ley otorgue autonomía tendrán la facultad de gobernarse a sí mismas. Señala las bases que regulan sus fines, funcionamiento y relaciones laborales."
cpeum,93,29-12-1980,4862834,1.0,"DECRETO por el que se reforma el Artículo 78 de, la Constitución Política de los Estados Unidos Mexicanos. ","DECRETO por el que se reforma el Artículo 78 de la Constitución Política de los Estados Unidos Mexicanos. Señala que al integrar la Comisión Permanente del Congreso, las cámaras deberán nombrar un sustituto para cada diputado y senador titular."
cpeum,94,21-04-1981,4641538,0.943,"DECRETO por el que se reforman los Artículos, Núm. 37, 29, 90 y 92 de la Constitución Política de los Estados Unidos Mexicanos. ","DECRETO por el que se reforman los Artículos 29, 90 y 92 de la Constitución Política de los Estados Unidos Mexicanos . Establece de manera expresa que la Administración Pública Federal será centralizada y paraestatal, con base en la ley orgánica que expida el Congreso. Suprime la referencia al Consejo de Ministros y precisa los términos de Secretario de Estado y Jefe de Departamento Administrativo."
cpeum,95,21-04-1981,4641548,1.0,DECRETO por el que se reforma la Fracción VIII del Artículo 117 de la Constitución Política de los Estados Unidos Mexicanos. ,"DECRETO por el que se reforma la Fracción VIII del Artículo 117 de la Constitución Política de los Estados Unidos Mexicanos . Autoriza a los estados y municipios para contraer obligaciones o empréstitos cuando se destinen a inversiones públicas productivas, conforme a las bases y montos que establezcan las legislaturas locales en la ley y en los respectivos presupuestos."
cpeum,96,22-04-1981,4641844,1.0,DECRETO por el que se reforma el Primer Párrafo del Artículo 60 de la Constitución Política de los Estado Unidos Mexicanos. ,"DECRETO por el que se reforma el Primer Párrafo del Artículo 60 de la Constitución Política de los Estado Unidos Mexicanos. Detalla la distribución que corresponde a los partidos políticos, con relación a los 100 diputados que integran el Colegio Electoral para la calificación de la elección de la propia Cámara de Diputados."
cpeum,97,17-11-1982,4778274,0.994,"Decreto que modifica el artículo 73 en sus fracciones X y XVIII, y adición a los artículos 28 y 123, apartado B, de la Constitución Política de los Estados Unidos Mexicanos. ","DECRETO que modifica el artículo 73 en sus fracciones X y XVIII, y adiciona los artículos 28 y 123, apartado B, de la Constitución Política de los Estados Unidos Mexicanos. Establece que el servicio público de banca y crédito será prestado exclusivamente por el Estado y no será objeto de concesión a particulares."
cpeum,98,17-11-1982,4778280,1.0,Decreto por el que se reforma el párrafo segundo de la fracción IV del artículo 74 de la Constitución Política de los Estados Unidos Mexicanos. ,"DECRETO por el que se reforma el párrafo segundo de la fracción IV del artículo 74 de la Constitución Política de los Estados Unidos Mexicanos . Modifica la fecha en la que el Ejecutivo Federal debe hacer llegar a la Cámara de Diputados las iniciativas de leyes de ingresos y los proyectos de presupuesto de egresos, a fin de que se presenten a más tardar el día 15 de noviembre, o hasta el 15 de diciembre si se trata del año de inicio del encargo de Presidente de la República."
cpeum,99,28-12-1982,4787349,1.0,Decreto de reformas y adiciones al Título Cuarto ,"DECRETO de reformas y adiciones al Título Cuarto que comprende los artículos del 108 al 114; así como los artículos 22, 73 fracción VI base 4a., 74 fracción V, 76 fracción VII, 94, 97, 127 y 134 de la Constitución Política de los Estados Unidos Mexicanos . Establece nuevas reglas en materia de responsabilidades de los servidores públicos. Regula los procedimientos de juicio político y de declaración de procedencia penal. Fija bases para la expedición de las leyes secundarias de responsabilidades de los servidores públicos y de responsabilidades administrativas de los mismos."
cpeum,100,03-02-1983,4794103,0.992,Decreto por el que se adiciona con un párrafo penúltimo el artículo 4º de la Constitución Política de los Estados Unidos Mexicanos. ,"DECRETO por el que se adiciona con un párrafo penúltimo el artículo 4o. de la Constitución Política de los Estados Unidos Mexicanos . Eleva a rango constitucional el derecho de toda persona a la protección de la salud y establece que la ley secundaria definirá las bases para el acceso a los servicios de salud, con la concurrencia de la Federación y las entidades federativas."
cpeum,101,03-02-1983,4794110,0.99,Decreto por el que se reforma el Artículo 2l de la Constitución Política de los Estados Unidos Mexicanos. ,"DECRETO por el que se reforma el Artículo 21 de la Constitución Política de los Estados Unidos Mexicanos . Reduce las sanciones que la autoridad administrativa podrá imponer por las infracciones a los reglamentos gubernativos y de policía. El arresto por no pagar la multa se reduce de 15 días a un máximo de 36 horas; y si el infractor fuese jornalero, obrero o trabajador, la multa se limita a un máximo de un día de jornal o salario, en lugar de una semana. Agrega que si se trata de trabajadores no asalariados, la multa no excederá de un día de su ingreso."
cpeum,102,03-02-1983,4794117,1.0,"Decreto que reforma y adiciona los artículos 16, 25, 26, 27, fracciones XIX y XX; 28, 73, fracciones XXIX-D; XXIX-E; y XXIX-F de la Constitución Política de los Estados Unidos Mexicanos. ","DECRETO que reforma y adiciona los artículos 16, 25, 26, 27, fracciones XIX y XX; 28, 73, fracciones XXIX-D; XXIX-E; y XXIX-F de la Constitución Política de los Estados Unidos Mexicanos . Incorpora las bases constitucionales para la rectoría del Estado en la organización de un sistema de planeación democrática del desarrollo nacional. Define las áreas de interés público reservadas al Estado. Amplía las facultades del Congreso relacionadas con la planeación del desarrollo económico y la inversión."
cpeum,103,03-02-1983,4794121,1.0,Decreto por el que se reforma y adiciona el artículo 115 de la Constitución Política de los Estados Unidos Mexicanos ,"DECRETO por el que se reforma y adiciona el artículo 115 de la Constitución Política de los Estados Unidos Mexicanos . Reforma integral relativa a la organización, funcionamiento y atribuciones de los municipios. Regula a nivel constitucional la posibilidad de suspensión o declaración de inexistencia de los ayuntamientos y sus miembros."
cpeum,104,07-02-1983,4794283,0.99,Decreto por el que se reforma el artículo 4 de la Constitución Política de los Estados Unidos Mexicanos. ,DECRETO por el que se reforma el artículo 4o. de la Constitución Política de los Estados Unidos Mexicanos . Consagra en la Constitución el derecho de toda familia a disfrutar de vivienda digna y decorosa; y precisa que la ley secundaria establecerá los instrumentos y apoyos necesarios para alcanzar este objetivo.
cpeum,105,14-01-1985,4713760,1.0,DECRETO por el que se reforma la fracción I del Artículo 20 de la Constitución Política de los Estados Unidos Mexicanos. ,"DECRETO por el que se reforma la fracción I del Artículo 20 de la Constitución Política de los Estados Unidos Mexicanos . Actualiza los montos y modalidades relacionados con la figura de libertad provisional bajo caución, prevista como garantía constitucional para el acusado en un juicio de orden criminal."
cpeum,106,08-02-1985,4718193,1.0,Decreto por el que se adiciona el Artículo 79 de la Constitución Política de los Estados Unidos Mexicanos. ,DECRETO por el que se adiciona el Artículo 79 de la Constitución Política de los Estados Unidos Mexicanos . Otorga a la Comisión Permanente del Congreso la facultad para conocer y resolver las solicitudes de licencia que les sean presentadas por los legisladores federales.
cpeum,107,07-04-1986,4790111,1.0,"DECRETO por el que se reforman los Artículos 65, 66 y 69 de la Constitución Política de los Estados Unidos Mexicanos. ","DECRETO por el que se reforman los Artículos 65, 66 y 69 de la Constitución Política de los Estados Unidos Mexicanos . Instaura un segundo periodo de sesiones ordinarias del Congreso y modifica las fechas de inicio y término, siendo el primer periodo de sesiones ordinarias del 1 de noviembre al 31 de diciembre, y el segundo periodo del 15 de abril al 15 de julio de cada año. Precisa que el Presidente de la República asistirá a la apertura de sesiones ordinarias del primer periodo y presentará su informe de gobierno."
cpeum,108,07-04-1986,4790117,1.0,"DECRETO por el que se reforman los Artículos 106 y 107, Fracción II de la Constitución Política de los Estados Unidos Mexicanos. ","DECRETO por el que se reforman los Artículos 106 y 107, Fracción II de la Constitución Política de los Estados Unidos Mexicanos . Extiende la facultad de dirimir conflictos competenciales a los demás órganos del Poder Judicial de la Federación, y no sólo a la Suprema Corte de Justicia de la Nación. Modifica el juicio de amparo estableciendo la suplencia obligatoria por deficiencia de la queja. Obliga a los órganos jurisdiccionales en materia de amparo a recabar de oficio todas las pruebas que puedan beneficiar a los ejidatarios y comuneros en sus derechos agrarios."
cpeum,109,15-12-1986,4822294,1.0,"DECRETO por el que se reforman los Artículos 52, 53, Segundo Párrafo 54, Primer Párrafo y Fracciones II, III y IV; 56, 60, 77 Fracción IV y Décimo Octavo Transitorio de la Constitución Política de los Estados Unidos Mexicanos. ","DECRETO por el que se reforman los Artículos 52; 53, Segundo Párrafo; 54, Primer Párrafo y Fracciones II, III y IV; 56; 60; 77, Fracción IV y Décimo Octavo Transitorio de la Constitución Política de los Estados Unidos Mexicanos. Reforma electoral. Incrementa de 100 a 200 el número de diputados electos por el principio de representación proporcional. Establece la renovación de la Cámara de Senadores “por mitad, cada tres años”, en lugar de en su totalidad cada seis años. Elimina el recurso de reclamación ante la Suprema Corte de Justicia de la Nación contra las resoluciones del Colegio Electoral de la Cámara de Diputados."
cpeum,110,23-12-1986,4824106,1.0,"DECRETO por el que se reforma la fracción VI del inciso A) del Artículo 123 de la Constitución General de la República, para quedar como se indica. ","DECRETO por el que se reforma la fracción VI del inciso A) del Artículo 123 de la Constitución General de la República, para quedar como se indica. Otorga a la Comisión Nacional de Salarios Mínimos la función de fijar dichos salarios que deben regir en todo el país."
cpeum,111,17-03-1987,4644964,1.0,"DECRETO por el que se reforman los Artículo 17, 46, 115, y 116 de la Constitución Política de los Estados Unidos Mexicanos, para quedar en los términos que se indican. ","DECRETO por el que se reforman los Artículo 17, 46, 115, y 116 de la Constitución Política de los Estados Unidos Mexicanos, para quedar en los términos que se indican. Incorpora en el texto constitucional las bases para la organización y funcionamiento de los poderes judiciales de las entidades federativas. Establece que la independencia de los magistrados y jueces en el ejercicio de sus funciones deberá estar garantizada por las constituciones y las leyes orgánicas de los estados."
cpeum,112,17-03-1987,4644979,1.0,"DECRETO por el que se reforma el párrafo sexto de la fracción IV del Artículo 74 de la Constitución General de la República, para quedar en los términos que se indican. ","DECRETO por el que se reforma el párrafo sexto de la fracción IV del Artículo 74 de la Constitución General de la República, para quedar en los términos que se indican. Propone que “la Cuenta Pública del año anterior deberá ser presentada a la Cámara de Diputados del H. Congreso de la Unión dentro de los diez primeros días del mes de junio”, en lugar de ser presentada ante la Comisión Permanente."
cpeum,113,10-08-1987,4674288,1.0,"DECRETO por el que ese adicionan la fracción XXIX-H al artículo 73, la fracción I-B al artículo 104 y un párrafo final a la fracción V del artículo 107; se reforma el artículo 94, los párrafos primero y segundo del artículo 97, el artículo 101, el inciso a) de la fracción III, el primer párrafo y el inciso b) de la fracción V y las fracciones VI, VIII y XI del artículo 107; y se derogan los párrafos segundo, tercero y cuarto de la fracción I del artículo 104 y el segundo párrafo de la fracción IX del artículo 107 de la Constitución Política de los Estados Unidos Mexicanos. ","DECRETO por el que ese adicionan la fracción XXIX-H al artículo 73, la fracción I-B al artículo 104 y un párrafo final a la fracción V del artículo 107; se reforma el artículo 94, los párrafos primero y segundo del artículo 97, el artículo 101, el inciso a) de la fracción III, el primer párrafo y el inciso b) de la fracción V y las fracciones VI, VIII y XI del artículo 107; y se derogan los párrafos segundo, tercero y cuarto de la fracción I del artículo 104 y el segundo párrafo de la fracción IX del artículo 107 de la Constitución Política de los Estados Unidos Mexicanos. Reforma judicial. Redistribuye el ámbito de competencias entre la Suprema Corte de Justicia de la Nación y los Tribunales Colegiados de Circuito, a fin de que la Suprema Corte de Justicia conozca solamente de los asuntos relacionados con la vigencia de la Constitución y los Tribunales Colegiados de Circuito, de aquellos que tienen que ver con el respeto a las normas que emanan de la propia Constitución."
cpeum,114,10-08-1987,4674298,1.0,"DECRETO por el que se reforman los artículos 73 fracción VI, 79 fracción V, 89 fracciones II y XVII, 110 primer párrafo, 111 primer párrafo y 127; y se deroga la fracción Vi del artículo 74 de la Constitución Política de los Estados Unidos Mexicanos. ","DECRETO por el que se reforman los artículos 73 fracción VI, 79 fracción V, 89 fracciones II y XVII, 110 primer párrafo, 111 primer párrafo y 127; y se deroga la fracción VI del artículo 74 de la Constitución Política de los Estados Unidos Mexicanos. Instaura la Asamblea del Distrito Federal como órgano de representación ciudadana, integrada por 66 Representantes, 40 de ellos electos por mayoría relativa y 26 por representación proporcional. Establece las bases constitucionales para su elección, conformación y atribuciones."
cpeum,115,10-08-1987,4674311,1.0,DECRETO por el que se reforma el artículo 78; y se adiciona el artículo Décimo Noveno Transitorio a la Constitución Política de los Estados Unidos Mexicanos. ,"DECRETO por el que se reforma el artículo 78; y se adiciona el artículo Décimo Noveno Transitorio a la Constitución Política de los Estados Unidos Mexicanos . Aumenta de 29 a 37 el número de miembros de la Comisión Permanente del Congreso, que quedará compuesta por 19 diputados y 18 senadores."
cpeum,116,10-08-1987,4674321,1.0,DECRETO por el que se reforma el párrafo tercero del artículo 27; y se adiciona una fracción XXIX-G al artículo 73 de la Constitución Política de los Estados Unidos Mexicanos. ,"DECRETO por el que se reforma el párrafo tercero del artículo 27; y se adiciona una fracción XXIX-G al artículo 73 de la Constitución Política de los Estados Unidos Mexicanos . Eleva a rango constitucional el derecho de la Nación para preservar y restaurar el equilibrio ecológico. Faculta al Congreso para expedir leyes en materia de protección al ambiente y de preservación y restauración del equilibrio ecológico, que establezcan la concurrencia de los tres niveles de gobierno."
cpeum,117,11-05-1988,4735026,1.0,DECRETO por el que se reforma la Fracción X del Artículo 89 de la Constitución Política de los Estados Unidos Mexicanos. ,"DECRETO por el que se reforma la Fracción X del Artículo 89 de la Constitución Política de los Estados Unidos Mexicanos. Precisa la facultad del Presidente de la República para dirigir la política exterior y celebrar tratados internacionales, con la aprobación del Senado. Incluye los siguientes principios para la conducción de la política exterior: la autodeterminación de los pueblos; la no intervención; la solución pacífica de controversias; la proscripción de la amenaza o el uso de la fuerza en las relaciones internacionales; la igualdad jurídica de los estados; la cooperación internacional para el desarrollo; y la lucha por la paz y la seguridad internacionales."
cpeum,118,06-04-1990,4651333,1.0,"DECRETO por el que se reforman y adicionan los artículos 5, 35 fracción III, 36 fracción I, 41, 54, 60 y 73 fracción VI, base 3a. y se derogan los artículos transitorios 17, 18 y 19, todos de la Constitución Política de los Estados Unidos Mexicanos. ","DECRETO por el que se reforman y adicionan los artículos 5, 35 fracción III, 36 fracción I, 41, 54, 60 y 73 fracción VI, base 3a. y se derogan los artículos transitorios 17, 18 y 19, todos de la Constitución Política de los Estados Unidos Mexicanos. Reforma electoral. Establece bases para la organización de las elecciones federales como una función estatal que se ejerce por los poderes Legislativo y Ejecutivo de la Unión, con la participación de los partidos políticos nacionales y de los ciudadanos. Precisa que la función electoral se realizará a través de un organismo público dotado de personalidad jurídica y patrimonio propios. Crea el Registro Nacional de Ciudadanos. Señala que la certeza, legalidad, imparcialidad, objetividad y profesionalismo, serán principios rectores de la función estatal electoral. Mantiene el sistema de autocalificación de las cámaras de Diputados y de Senadores."
cpeum,119,27-06-1990,4664155,1.0,"DECRETO que deroga el párrafo quinto del Artículo 28, modifica y adiciona el inciso a) de la fracción XXXI del apartado A del Artículo 123 y reforma la fracción XIII bis del apartado B del Artículo 123 de la Constitución Política de los Estados Unidos Mexicanos. ","DECRETO que deroga el párrafo quinto del Artículo 28, modifica y adiciona el inciso a) de la fracción XXXI del apartado A del Artículo 123 y reforma la fracción XIII bis del apartado B del Artículo 123 de la Constitución Política de los Estados Unidos Mexicanos. Suprime la disposición constitucional que establecía que el servicio público de banca y de crédito sería prestado exclusivamente por el Estado y que prohibía el otorgamiento de concesión a particulares en esta materia. Determina que la aplicación de las leyes del trabajo es de competencia exclusiva de las autoridades federales en lo relativo a los servicios de banca y crédito."
cpeum,120,06-01-1992,4643312,1.0,DECRETO por el que se reforma el artículo 27 de la Constitución Política de los Estados Unidos Mexicanos. ,"DECRETO por el que se reforma el artículo 27 de la Constitución Política de los Estados Unidos Mexicanos. Propiedad ejidal. Cambia el concepto de ""pequeña propiedad agrícola en explotación"", por el de ""pequeña propiedad rural"". Establece bases para facilitar la inversión y nuevas formas de asociación en el campo. Contempla el fraccionamiento de predios que excedan a la pequeña propiedad. Establece tribunales agrarios de plena jurisdicción. Define la pequeña propiedad forestal. Permite la constitución de sociedades mercantiles en el agro. Reconoce la capacidad de los ejidatarios para decidir las formas que deben adoptar y los vínculos que deseen establecer entre ellos para aprovechar su territorio."
cpeum,121,28-01-1992,4646748,1.0,"DECRETO por el que se reforman los artículos 3o., 5o., 24, 27, 130 y se adiciona el Artículo Decimoséptimo Transitorio de la Constitución Política de los Estados Unidos Mexicanos. ","DECRETO por el que se reforman los artículos 3o., 5o., 24, 27, 130 y se adiciona el Artículo Decimoséptimo Transitorio de la Constitución Política de los Estados Unidos Mexicanos. Relaciones Estado/Iglesia. Otorga personalidad jurídica a las iglesias como asociaciones religiosas. Ratifica el principio histórico de separación del Estado y las iglesias. Permite a las asociaciones religiosas adquirir, poseer o administrar, los bienes que sean indispensables para su objeto. Faculta al Congreso para legislar en materia de culto público y de iglesias y agrupaciones religiosas."
cpeum,122,28-01-1992,4646755,1.0,DECRETO por el que se reforma el Artículo 4o. de la Constitución Política de los Estados Unidos Mexicanos. ,"DECRETO por el que se reforma el Artículo 4o. de la Constitución Política de los Estados Unidos Mexicanos. Incorpora en la Constitución el principio de que la Nación mexicana tiene una composición pluricultural sustentada originalmente en sus pueblos indígenas. Establece que la ley secundaria protegerá y promoverá el desarrollo de sus lenguas, culturas, usos, costumbres, recursos y formas específicas de organización social, y garantizará a sus integrantes el efectivo acceso a la jurisdicción del Estado."
cpeum,123,28-01-1992,4646760,1.0,DECRETO por el que se reforma el Artículo 102 de la Constitución Política de los Estados Unidos Mexicanos. ,"DECRETO por el que se reforma el Artículo 102 de la Constitución Política de los Estados Unidos Mexicanos . Eleva a rango constitucional a los organismos de protección de los derechos humanos, facultado al Congreso de la Unión y las legislaturas de los estados para establecer estos organismos, en el ámbito de sus respectivas competencias."
